id,firstName,lastName,maidenName,age,gender,email,phone,username,password,birthDate,image,bloodGroup,height,weight,eyeColor,hair,ip,address,macAddress,university,bank,company,ein,ssn,userAgent,crypto,role
43,Benjamin,Foster,,35,male,benjamin.foster@x.dummyjson.com,+61 333-911-3476,benjaminf,benjaminfpass,1990-11-1,https://dummyjson.com/icon/benjaminf/128,O+,164.2,58.9,Gray,"{'color': 'Blue', 'type': 'Kinky'}",132.29.94.179,"{'address': '25 Sixth Street', 'city': 'San Diego', 'state': 'Delaware', 'stateCode': 'DE', 'postalCode': '48884', 'coordinates': {'lat': 41.653453, 'lng': 175.676203}, 'country': 'United States'}",39:b4:48:18:5:9c,University of Michigan--Ann Arbor,"{'cardExpire': '04/30', 'cardNumber': '4428728609793403', 'cardType': 'Visa', 'currency': 'GBP', 'iban': 'GB58KE8PN3FCXGLNMUBMMT'}","{'department': 'Product Management', 'name': 'Kuhlman LLC', 'title': 'Technical Support Engineer', 'address': {'address': '1704 Madison Street', 'city': 'Chicago', 'state': 'Colorado', 'stateCode': 'CO', 'postalCode': '34806', 'coordinates': {'lat': 80.111181, 'lng': -125.230725}, 'country': 'United States'}}",735-917,769-766-682,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
44,Scarlett,Wright,,27,female,scarlett.wright@x.dummyjson.com,+1 599-432-3048,scarlettw,scarlettwpass,1998-5-9,https://dummyjson.com/icon/scarlettw/128,A+,180.04,70.75,Brown,"{'color': 'Gray', 'type': 'Straight'}",243.186.233.187,"{'address': '1276 Cedar Street', 'city': 'Phoenix', 'state': 'Vermont', 'stateCode': 'VT', 'postalCode': '32823', 'coordinates': {'lat': -58.699428, 'lng': 143.479322}, 'country': 'United States'}",79:c9:54:dd:af:2a,University of Pennsylvania,"{'cardExpire': '04/28', 'cardNumber': '4074575855296699', 'cardType': 'Visa', 'currency': 'EUR', 'iban': 'IT7037DVE9L57TAFA2EURKL0XSVYY'}","{'department': 'Legal', 'name': 'Schmeler - Spinka', 'title': 'Chief Financial Officer', 'address': {'address': '1722 Fourth Street', 'city': 'Indianapolis', 'state': 'Michigan', 'stateCode': 'MI', 'postalCode': '53020', 'coordinates': {'lat': 83.572349, 'lng': -108.398653}, 'country': 'United States'}}",835-488,728-544-407,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/97.0.1072.76 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
45,Lincoln,Kelly,,31,male,lincoln.kelly@x.dummyjson.com,+49 680-666-9673,lincolnk,lincolnkpass,1994-1-12,https://dummyjson.com/icon/lincolnk/128,A+,191.01,73.38,Amber,"{'color': 'White', 'type': 'Straight'}",82.138.239.3,"{'address': '108 Adams Street', 'city': 'Columbus', 'state': 'Montana', 'stateCode': 'MT', 'postalCode': '51083', 'coordinates': {'lat': 59.268321, 'lng': -30.466022}, 'country': 'United States'}",f6:3c:e7:3b:d6:40,Yale University,"{'cardExpire': '06/27', 'cardNumber': '376869242043473', 'cardType': 'American Express', 'currency': 'EUR', 'iban': 'ES6553771897122276945739'}","{'department': 'Research and Development', 'name': 'Johnson and Sons', 'title': 'Legal Counsel', 'address': {'address': '1794 Elm Street', 'city': 'Houston', 'state': 'North Dakota', 'stateCode': 'ND', 'postalCode': '78494', 'coordinates': {'lat': 52.096422, 'lng': 178.506028}, 'country': 'United States'}}",761-657,439-236-645,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
46,Hannah,Robinson,,30,female,hannah.robinson@x.dummyjson.com,+92 556-625-4398,hannahr,hannahrpass,1995-2-2,https://dummyjson.com/icon/hannahr/128,AB+,150.25,67.93,Brown,"{'color': 'Green', 'type': 'Kinky'}",82.201.57.248,"{'address': '666 Fourth Street', 'city': 'Phoenix', 'state': 'West Virginia', 'stateCode': 'WV', 'postalCode': '82463', 'coordinates': {'lat': 3.84181, 'lng': -33.501862}, 'country': 'United States'}",d5:da:6d:bc:6d:1b,Harvard University,"{'cardExpire': '06/30', 'cardNumber': '6011824282761474', 'cardType': 'Discover', 'currency': 'USD', 'iban': 'DE13885235068199673116'}","{'department': 'Engineering', 'name': 'Weber Inc', 'title': 'Technical Support Engineer', 'address': {'address': '1654 Second Street', 'city': 'Indianapolis', 'state': 'Missouri', 'stateCode': 'MO', 'postalCode': '84519', 'coordinates': {'lat': -69.657286, 'lng': 97.241416}, 'country': 'United States'}}",449-504,150-215-129,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Safari/605.1.15","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
47,Nicholas,Bailey,,36,male,nicholas.bailey@x.dummyjson.com,+49 212-856-4272,nicholasb,nicholasbpass,1989-6-14,https://dummyjson.com/icon/nicholasb/128,A+,162.29,50.86,Gray,"{'color': 'Gray', 'type': 'Curly'}",171.101.211.225,"{'address': '55 Madison Street', 'city': 'Chicago', 'state': 'Rhode Island', 'stateCode': 'RI', 'postalCode': '58331', 'coordinates': {'lat': 2.340163, 'lng': -34.156688}, 'country': 'United States'}",74:f6:24:f2:f7:6d,Yale University,"{'cardExpire': '06/27', 'cardNumber': '5178671180822861', 'cardType': 'Mastercard', 'currency': 'CAD', 'iban': 'DE13081878587256403239'}","{'department': 'Research and Development', 'name': 'Runolfsson, Kohler and Welch', 'title': 'Chief Financial Officer', 'address': {'address': '1009 Third Street', 'city': 'San Francisco', 'state': 'Maine', 'stateCode': 'ME', 'postalCode': '54340', 'coordinates': {'lat': -7.502715, 'lng': -139.88832}, 'country': 'United States'}}",839-819,956-576-764,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
48,Luna,Russell,,28,female,luna.russell@x.dummyjson.com,+91 730-486-3735,lunar,lunarpass,1997-6-18,https://dummyjson.com/icon/lunar/128,O-,188.0,76.37,Hazel,"{'color': 'White', 'type': 'Straight'}",218.176.123.51,"{'address': '968 Elm Street', 'city': 'San Diego', 'state': 'Colorado', 'stateCode': 'CO', 'postalCode': '64610', 'coordinates': {'lat': 81.64788, 'lng': 179.922909}, 'country': 'United States'}",d0:4b:7c:b2:be:9d,University of Florida,"{'cardExpire': '10/27', 'cardNumber': '6011119289200851', 'cardType': 'Discover', 'currency': 'JPY', 'iban': 'DE44066881161114600974'}","{'department': 'Marketing', 'name': 'Moore Inc', 'title': 'Research Analyst', 'address': {'address': '1108 Fourth Street', 'city': 'San Francisco', 'state': 'Tennessee', 'stateCode': 'TN', 'postalCode': '63517', 'coordinates': {'lat': -49.230074, 'lng': 103.094302}, 'country': 'United States'}}",270-115,867-546-518,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
49,Jacob,Cooper,,32,male,jacob.cooper@x.dummyjson.com,+91 322-775-7582,jacobc,jacobcpass,1993-12-21,https://dummyjson.com/icon/jacobc/128,A+,157.39,96.32,Brown,"{'color': 'Green', 'type': 'Wavy'}",145.68.5.38,"{'address': '1419 Pine Street', 'city': 'Columbus', 'state': 'Montana', 'stateCode': 'MT', 'postalCode': '61227', 'coordinates': {'lat': 75.201414, 'lng': -106.866138}, 'country': 'United States'}",fd:58:46:54:61:ac,University of California--Los Angeles (UCLA),"{'cardExpire': '08/29', 'cardNumber': '4052153700364850', 'cardType': 'Visa', 'currency': 'USD', 'iban': 'DE94704470123742214634'}","{'department': 'Engineering', 'name': 'Kessler, Kozey and Simonis', 'title': 'Chief Executive Officer', 'address': {'address': '1756 Second Street', 'city': 'Chicago', 'state': 'New Hampshire', 'stateCode': 'NH', 'postalCode': '65899', 'coordinates': {'lat': 34.894275, 'lng': 74.192722}, 'country': 'United States'}}",610-768,576-853-277,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
50,Stella,Hughes,,34,female,stella.hughes@x.dummyjson.com,+92 378-326-3439,stellah,stellahpass,1991-11-6,https://dummyjson.com/icon/stellah/128,A-,171.2,81.45,Brown,"{'color': 'Blue', 'type': 'Straight'}",201.29.33.153,"{'address': '926 Elm Street', 'city': 'Jacksonville', 'state': 'New Hampshire', 'stateCode': 'NH', 'postalCode': '24463', 'coordinates': {'lat': -29.825372, 'lng': 116.639085}, 'country': 'United States'}",29:78:ea:4:44:a5,University of California--San Diego,"{'cardExpire': '06/30', 'cardNumber': '6011034610653738', 'cardType': 'Discover', 'currency': 'CAD', 'iban': 'DE55632738801652716114'}","{'department': 'Research and Development', 'name': 'Ernser Group', 'title': 'Database Administrator', 'address': {'address': '1869 Jefferson Street', 'city': 'Indianapolis', 'state': 'Montana', 'stateCode': 'MT', 'postalCode': '65401', 'coordinates': {'lat': -26.748208, 'lng': -12.086179}, 'country': 'United States'}}",323-682,970-230-310,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,"{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
51,Eli,Bennett,,30,male,eli.bennett@x.dummyjson.com,+1 465-379-7226,elib,elibpass,1995-9-17,https://dummyjson.com/icon/elib/128,B+,170.61,91.22,Gray,"{'color': 'Brown', 'type': 'Kinky'}",144.73.131.148,"{'address': '1423 Main Street', 'city': 'Jacksonville', 'state': 'Idaho', 'stateCode': 'ID', 'postalCode': '34271', 'coordinates': {'lat': -15.022759, 'lng': 58.392572}, 'country': 'United States'}",f6:59:76:66:c0:85,Boston University,"{'cardExpire': '04/28', 'cardNumber': '3644848905447957', 'cardType': 'Diners Club International', 'currency': 'GBP', 'iban': 'GB4969YU8ZX5UYTERMTE5X'}","{'department': 'Accounting', 'name': 'Waters, Ankunding and Green', 'title': 'Chief Operating Officer', 'address': {'address': '1536 Fourth Street', 'city': 'Indianapolis', 'state': 'Michigan', 'stateCode': 'MI', 'postalCode': '77147', 'coordinates': {'lat': -49.858979, 'lng': -21.940443}, 'country': 'United States'}}",222-408,216-126-647,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
52,Grace,Perry,,27,female,grace.perry@x.dummyjson.com,+49 550-430-8269,gracep,graceppass,1998-12-23,https://dummyjson.com/icon/gracep/128,B-,193.34,81.7,Gray,"{'color': 'Red', 'type': 'Straight'}",39.127.170.122,"{'address': '1957 Cedar Street', 'city': 'Seattle', 'state': 'Pennsylvania', 'stateCode': 'PA', 'postalCode': '61720', 'coordinates': {'lat': -63.108401, 'lng': -30.256437}, 'country': 'United States'}",2a:b3:40:74:92:a8,Boston College,"{'cardExpire': '04/27', 'cardNumber': '6011208284318428', 'cardType': 'Discover', 'currency': 'USD', 'iban': 'DE24921117776315926153'}","{'department': 'Human Resources', 'name': 'Cassin Group', 'title': 'Database Administrator', 'address': {'address': '1115 Cedar Street', 'city': 'Phoenix', 'state': 'Kansas', 'stateCode': 'KS', 'postalCode': '72844', 'coordinates': {'lat': -40.306805, 'lng': -93.291672}, 'country': 'United States'}}",644-956,436-792-326,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
53,Lucas,Gordon,,36,male,lucas.gordon@x.dummyjson.com,+81 367-320-4960,lucasgx,lucasgxpass,1989-9-11,https://dummyjson.com/icon/lucasgx/128,B-,179.73,72.92,Brown,"{'color': 'Red', 'type': 'Wavy'}",79.214.245.49,"{'address': '1386 Third Street', 'city': 'Los Angeles', 'state': 'Rhode Island', 'stateCode': 'RI', 'postalCode': '37169', 'coordinates': {'lat': -54.741494, 'lng': -116.593511}, 'country': 'United States'}",7a:71:1b:67:63:5,Massachusetts Institute of Technology (MIT),"{'cardExpire': '07/28', 'cardNumber': '6274044364167720', 'cardType': 'UnionPay', 'currency': 'CAD', 'iban': 'DE82596013730509620675'}","{'department': 'Human Resources', 'name': 'Von Inc', 'title': 'Project Manager', 'address': {'address': '43 Main Street', 'city': 'Jacksonville', 'state': 'Virginia', 'stateCode': 'VA', 'postalCode': '30773', 'coordinates': {'lat': 60.684421, 'lng': -164.248969}, 'country': 'United States'}}",907-525,261-533-840,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
54,Ava,Harrison,,29,female,ava.harrison@x.dummyjson.com,+44 926-778-4653,avah,avahpass,1996-4-22,https://dummyjson.com/icon/avah/128,O-,155.72,93.47,Hazel,"{'color': 'Brown', 'type': 'Curly'}",225.40.138.177,"{'address': '1094 Adams Street', 'city': 'San Antonio', 'state': 'Vermont', 'stateCode': 'VT', 'postalCode': '14336', 'coordinates': {'lat': -84.032892, 'lng': -46.255902}, 'country': 'United States'}",4e:2b:e4:33:7a:f8,Harvard University,"{'cardExpire': '01/27', 'cardNumber': '3694482369735209', 'cardType': 'Diners Club International', 'currency': 'AUD', 'iban': 'DE64412118002973670494'}","{'department': 'Engineering', 'name': 'Blanda - Jacobson', 'title': 'Legal Counsel', 'address': {'address': '1374 Cedar Street', 'city': 'Philadelphia', 'state': 'Delaware', 'stateCode': 'DE', 'postalCode': '21641', 'coordinates': {'lat': -56.564069, 'lng': -134.42879}, 'country': 'United States'}}",145-780,621-536-422,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
55,Owen,Fisher,,32,male,owen.fisher@x.dummyjson.com,+49 328-635-8057,owenf,owenfpass,1993-6-26,https://dummyjson.com/icon/owenf/128,O-,167.31,72.03,Gray,"{'color': 'White', 'type': 'Kinky'}",196.196.227.202,"{'address': '1486 Second Street', 'city': 'Chicago', 'state': 'Nevada', 'stateCode': 'NV', 'postalCode': '54304', 'coordinates': {'lat': 79.330781, 'lng': -13.162134}, 'country': 'United States'}",65:e0:58:aa:7:b4,University of Wisconsin--Madison,"{'cardExpire': '12/29', 'cardNumber': '5103143689853920', 'cardType': 'Mastercard', 'currency': 'CNY', 'iban': 'DE08501985146215650096'}","{'department': 'Human Resources', 'name': 'Hilpert Inc', 'title': 'Chief Financial Officer', 'address': {'address': '782 Ninth Street', 'city': 'Dallas', 'state': 'Ohio', 'stateCode': 'OH', 'postalCode': '31730', 'coordinates': {'lat': -0.673163, 'lng': 3.835418}, 'country': 'United States'}}",711-285,262-669-864,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
56,Samantha,Howard,,31,female,samantha.howard@x.dummyjson.com,+91 458-289-9756,samanthah,samanthahpass,1994-6-17,https://dummyjson.com/icon/samanthah/128,O-,183.61,81.47,Green,"{'color': 'Black', 'type': 'Wavy'}",60.137.253.102,"{'address': '1506 Jefferson Street', 'city': 'Austin', 'state': 'Alaska', 'stateCode': 'AK', 'postalCode': '20118', 'coordinates': {'lat': -30.25137, 'lng': 124.764848}, 'country': 'United States'}",d0:d0:f:51:4d:7b,University of Rochester,"{'cardExpire': '11/28', 'cardNumber': '6244336069792340', 'cardType': 'UnionPay', 'currency': 'CNY', 'iban': 'DE63839439222192955762'}","{'department': 'Services', 'name': 'Grady LLC', 'title': 'Sales Manager', 'address': {'address': '840 Madison Street', 'city': 'San Jose', 'state': 'Alaska', 'stateCode': 'AK', 'postalCode': '23467', 'coordinates': {'lat': -79.628771, 'lng': -130.055293}, 'country': 'United States'}}",399-186,395-645-824,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,"{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
57,Nathan,Dixon,,35,male,nathan.dixon@x.dummyjson.com,+44 540-488-4436,nathand,nathandpass,1990-11-10,https://dummyjson.com/icon/nathand/128,A+,166.43,59.96,Brown,"{'color': 'White', 'type': 'Straight'}",21.193.172.72,"{'address': '1795 Seventh Street', 'city': 'Columbus', 'state': 'Utah', 'stateCode': 'UT', 'postalCode': '20882', 'coordinates': {'lat': -15.794158, 'lng': -83.214052}, 'country': 'United States'}",d3:ae:d1:ad:ca:48,University of Wisconsin--Madison,"{'cardExpire': '03/27', 'cardNumber': '6219523455857412', 'cardType': 'UnionPay', 'currency': 'EUR', 'iban': 'ES8455352365180556489643'}","{'department': 'Sales', 'name': 'Von Inc', 'title': 'Engineer', 'address': {'address': '21 Seventh Street', 'city': 'Seattle', 'state': 'Washington', 'stateCode': 'WA', 'postalCode': '11132', 'coordinates': {'lat': -62.442839, 'lng': -97.115445}, 'country': 'United States'}}",158-291,899-929-219,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
58,Bella,Grant,,28,female,bella.grant@x.dummyjson.com,+92 896-206-1901,bellag,bellagpass,1997-3-15,https://dummyjson.com/icon/bellag/128,O-,192.65,96.46,Amber,"{'color': 'Blonde', 'type': 'Straight'}",123.144.124.157,"{'address': '447 Ninth Street', 'city': 'Dallas', 'state': 'Mississippi', 'stateCode': 'MS', 'postalCode': '40138', 'coordinates': {'lat': 30.371676, 'lng': -141.802948}, 'country': 'United States'}",8c:df:ff:9a:1f:7c,Vanderbilt University,"{'cardExpire': '03/27', 'cardNumber': '3597557762216721', 'cardType': 'JCB', 'currency': 'USD', 'iban': 'DE40170219523360368210'}","{'department': 'Product Management', 'name': 'Weissnat, Wyman and Turner', 'title': 'Project Manager', 'address': {'address': '1704 Cedar Street', 'city': 'Washington', 'state': 'Pennsylvania', 'stateCode': 'PA', 'postalCode': '29113', 'coordinates': {'lat': -69.164818, 'lng': -85.578158}, 'country': 'United States'}}",709-625,629-978-834,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
59,Ethan,Fletcher,,34,male,ethan.fletcher@x.dummyjson.com,+1 251-564-2643,ethanf,ethanfpass,1991-5-1,https://dummyjson.com/icon/ethanf/128,AB-,183.99,83.98,Violet,"{'color': 'Brown', 'type': 'Curly'}",21.94.6.7,"{'address': '789 Main Street', 'city': 'Dallas', 'state': 'Arkansas', 'stateCode': 'AR', 'postalCode': '87924', 'coordinates': {'lat': 29.411519, 'lng': 23.598322}, 'country': 'United States'}",b2:fd:ca:1b:3b:a5,Cornell University,"{'cardExpire': '02/27', 'cardNumber': '4440217612919449', 'cardType': 'Visa', 'currency': 'AUD', 'iban': 'DE42359669771256255400'}","{'department': 'Training', 'name': 'Halvorson LLC', 'title': 'Data Scientist', 'address': {'address': '258 Tenth Street', 'city': 'Washington', 'state': 'Texas', 'stateCode': 'TX', 'postalCode': '10371', 'coordinates': {'lat': 45.367618, 'lng': -147.524292}, 'country': 'United States'}}",610-786,577-991-233,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
60,Lillian,Simmons,,33,female,lillian.simmons@x.dummyjson.com,+61 857-625-2029,lillians,lillianspass,1992-3-9,https://dummyjson.com/icon/lillians/128,A+,173.72,87.33,Gray,"{'color': 'Black', 'type': 'Kinky'}",161.193.124.63,"{'address': '1577 Seventh Street', 'city': 'Phoenix', 'state': 'Minnesota', 'stateCode': 'MN', 'postalCode': '47571', 'coordinates': {'lat': -78.054184, 'lng': -159.412033}, 'country': 'United States'}",b6:5c:51:80:86:8c,Boston University,"{'cardExpire': '08/28', 'cardNumber': '4194199742529819', 'cardType': 'Visa', 'currency': 'AUD', 'iban': 'DE61911452633085852456'}","{'department': 'Business Development', 'name': 'Will, Stamm and Zieme', 'title': 'Legal Counsel', 'address': {'address': '1624 Maple Street', 'city': 'Denver', 'state': 'Montana', 'stateCode': 'MT', 'postalCode': '31968', 'coordinates': {'lat': -17.662779, 'lng': 165.102747}, 'country': 'United States'}}",504-909,593-729-652,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
61,Mason,Pearson,,29,male,mason.pearson@x.dummyjson.com,+1 394-401-1757,masonpx,masonpxpass,1996-5-9,https://dummyjson.com/icon/masonpx/128,A+,198.74,60.14,Gray,"{'color': 'Green', 'type': 'Straight'}",167.22.242.229,"{'address': '14 Main Street', 'city': 'Phoenix', 'state': 'Idaho', 'stateCode': 'ID', 'postalCode': '82481', 'coordinates': {'lat': -38.914334, 'lng': 171.16941}, 'country': 'United States'}",28:73:d7:7d:f4:6d,University of Chicago,"{'cardExpire': '11/27', 'cardNumber': '5462211256387971', 'cardType': 'Mastercard', 'currency': 'PKR', 'iban': 'DE03241052506475845931'}","{'department': 'Research and Development', 'name': 'Langworth Group', 'title': 'Developer', 'address': {'address': '1641 Elm Street', 'city': 'Jacksonville', 'state': 'New Jersey', 'stateCode': 'NJ', 'postalCode': '78736', 'coordinates': {'lat': 21.796335, 'lng': 103.789754}, 'country': 'United States'}}",646-797,301-490-975,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/97.0.1072.76 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
62,Leah,Henderson,,27,female,leah.henderson@x.dummyjson.com,+91 453-220-4258,leahh,leahhpass,1998-8-19,https://dummyjson.com/icon/leahh/128,B-,153.01,67.56,Brown,"{'color': 'Blue', 'type': 'Wavy'}",64.196.103.68,"{'address': '554 Seventh Street', 'city': 'Austin', 'state': 'Wyoming', 'stateCode': 'WY', 'postalCode': '42884', 'coordinates': {'lat': 24.228272, 'lng': 23.462478}, 'country': 'United States'}",a2:28:a3:57:d4:9d,Wake Forest University,"{'cardExpire': '01/30', 'cardNumber': '5345673525788631', 'cardType': 'Mastercard', 'currency': 'CAD', 'iban': 'DE95606990330913836024'}","{'department': 'Services', 'name': 'Kuhic, Romaguera and Funk', 'title': 'Web Developer', 'address': {'address': '1984 Ninth Street', 'city': 'Jacksonville', 'state': 'Montana', 'stateCode': 'MT', 'postalCode': '64454', 'coordinates': {'lat': -4.613265, 'lng': -130.595386}, 'country': 'United States'}}",352-545,618-491-807,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
63,Logan,Lawson,,34,male,logan.lawson@x.dummyjson.com,+1 750-526-9455,loganl,loganlpass,1991-8-5,https://dummyjson.com/icon/loganl/128,B+,195.97,51.89,Amber,"{'color': 'Gray', 'type': 'Wavy'}",152.155.90.41,"{'address': '1110 Fifth Street', 'city': 'Chicago', 'state': 'Minnesota', 'stateCode': 'MN', 'postalCode': '10672', 'coordinates': {'lat': 40.581664, 'lng': 146.441717}, 'country': 'United States'}",20:56:60:fb:66:cd,University of Virginia,"{'cardExpire': '01/29', 'cardNumber': '6011018306792827', 'cardType': 'Discover', 'currency': 'PKR', 'iban': 'DE85851020383435975478'}","{'department': 'Engineering', 'name': 'Stark and Sons', 'title': 'Chief Technology Officer', 'address': {'address': '1008 First Street', 'city': 'Seattle', 'state': 'Utah', 'stateCode': 'UT', 'postalCode': '51856', 'coordinates': {'lat': -3.219099, 'lng': 176.364771}, 'country': 'United States'}}",683-412,407-626-104,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
